título;sala;fecha;hora;más información;programa;precio;imagen;procedencia;función;categoría;link de compra;ciclo;sub-ciclo;descripción;ubicación
Taller en torno a Les indes galantes;Sala Principal;25 mayo 2025 - 13:00;13:00;https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-viii;"Taller musical en familiaAprender en familia es muy divertido con¡Todos al Real Teatro!, un taller de introducción a la música para todos los públicos. Tras varias temporadas en la Sala Gayarre, continuamos con esta cita imperdible en el Real Teatro de Retiro. Un domingo al mes, se explorará una de lasóperas principalesde la programación delTeatro Realjunto aFernando Palaciosy uno o varios artistas invitados. Un encuentro lúdico y participativo en el que aprenderemos a escuchar ópera con cuentos, canciones, mini conciertos e instrumentos insólitos para descubrirlo todo sobre la música y sus protagonistas. Esta sesión se titula""Viaje a Turquía, Perú, Persia y América""y explora el universo sonoro de la óperaLasindias galantes, deJean-Philippe Rameau,programada en el Teatro Real. Un ballet donde hay de todo: tempestades, volcanes, bodas y fiestas de la paz. Participa: Raksedonia: danzas del mundo Funciones25 de mayo de 2025, 11:00 y 13:00 hPara todos los públicos Leer más Leer menos";https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-viii;No disponible;Teatro Real;25 mayo 2025 - 13:00;null;null;null;null;null;null
FLAMENCO EMERGENTE;Sala Principal;07 junio 2025 - 12:00;12:00;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;Danza y música flamenca El Real Teatro de Retiro acoge una nueva edición delCertamen de Coreografía de Danza Española y Flamenco de Madrid, una inmejorable plataforma para dar a conocer los jóvenes artistas surgidos en este campo. En esta ocasión, los ganadores y premiados en 2024 podrán presentar públicamente sus últimas creaciones, descubriendo así el gran potencial que tienen las recientes generaciones de bailaores. Con esta nueva edición, el Certamen no solo se afianza como una de las mejores muestras del talento coreográfico actual, sino que también se manifiesta como el germen y la cuna de artistas tan singulares como únicos.Producción del Real Teatro de Retiro, en colaboración con el Certamen de Coreografía de Danza Española y Flamenco de Madrid y Producciones La Maga Matinés escolares5, 6, 12, 13 de junio de 2025, 10:30 y 12:00 hFunciones7, 14 de junio de 2025, 12:00 y 19:30 h8, 15 de junio de 2025, 12:00 y 18:30 h Edad recomendada a partir de 10 añosRecomendación pedagógica 5º y 6º de Primaria, ESO y Bachillerato Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;No disponible;Teatro Real;07 junio 2025 - 12:00;null;null;null;null;null;null
FLAMENCO EMERGENTE;Sala Principal;07 junio 2025 - 19:30;19:30;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;Danza y música flamenca El Real Teatro de Retiro acoge una nueva edición delCertamen de Coreografía de Danza Española y Flamenco de Madrid, una inmejorable plataforma para dar a conocer los jóvenes artistas surgidos en este campo. En esta ocasión, los ganadores y premiados en 2024 podrán presentar públicamente sus últimas creaciones, descubriendo así el gran potencial que tienen las recientes generaciones de bailaores. Con esta nueva edición, el Certamen no solo se afianza como una de las mejores muestras del talento coreográfico actual, sino que también se manifiesta como el germen y la cuna de artistas tan singulares como únicos.Producción del Real Teatro de Retiro, en colaboración con el Certamen de Coreografía de Danza Española y Flamenco de Madrid y Producciones La Maga Matinés escolares5, 6, 12, 13 de junio de 2025, 10:30 y 12:00 hFunciones7, 14 de junio de 2025, 12:00 y 19:30 h8, 15 de junio de 2025, 12:00 y 18:30 h Edad recomendada a partir de 10 añosRecomendación pedagógica 5º y 6º de Primaria, ESO y Bachillerato Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;No disponible;Teatro Real;07 junio 2025 - 19:30;null;null;null;null;null;null
FLAMENCO EMERGENTE;Sala Principal;08 junio 2025 - 12:00;12:00;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;Danza y música flamenca El Real Teatro de Retiro acoge una nueva edición delCertamen de Coreografía de Danza Española y Flamenco de Madrid, una inmejorable plataforma para dar a conocer los jóvenes artistas surgidos en este campo. En esta ocasión, los ganadores y premiados en 2024 podrán presentar públicamente sus últimas creaciones, descubriendo así el gran potencial que tienen las recientes generaciones de bailaores. Con esta nueva edición, el Certamen no solo se afianza como una de las mejores muestras del talento coreográfico actual, sino que también se manifiesta como el germen y la cuna de artistas tan singulares como únicos.Producción del Real Teatro de Retiro, en colaboración con el Certamen de Coreografía de Danza Española y Flamenco de Madrid y Producciones La Maga Matinés escolares5, 6, 12, 13 de junio de 2025, 10:30 y 12:00 hFunciones7, 14 de junio de 2025, 12:00 y 19:30 h8, 15 de junio de 2025, 12:00 y 18:30 h Edad recomendada a partir de 10 añosRecomendación pedagógica 5º y 6º de Primaria, ESO y Bachillerato Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;No disponible;Teatro Real;08 junio 2025 - 12:00;null;null;null;null;null;null
FLAMENCO EMERGENTE;Sala Principal;08 junio 2025 - 18:30;18:30;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;Danza y música flamenca El Real Teatro de Retiro acoge una nueva edición delCertamen de Coreografía de Danza Española y Flamenco de Madrid, una inmejorable plataforma para dar a conocer los jóvenes artistas surgidos en este campo. En esta ocasión, los ganadores y premiados en 2024 podrán presentar públicamente sus últimas creaciones, descubriendo así el gran potencial que tienen las recientes generaciones de bailaores. Con esta nueva edición, el Certamen no solo se afianza como una de las mejores muestras del talento coreográfico actual, sino que también se manifiesta como el germen y la cuna de artistas tan singulares como únicos.Producción del Real Teatro de Retiro, en colaboración con el Certamen de Coreografía de Danza Española y Flamenco de Madrid y Producciones La Maga Matinés escolares5, 6, 12, 13 de junio de 2025, 10:30 y 12:00 hFunciones7, 14 de junio de 2025, 12:00 y 19:30 h8, 15 de junio de 2025, 12:00 y 18:30 h Edad recomendada a partir de 10 añosRecomendación pedagógica 5º y 6º de Primaria, ESO y Bachillerato Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;No disponible;Teatro Real;08 junio 2025 - 18:30;null;null;null;null;null;null
FLAMENCO EMERGENTE;Sala Principal;14 junio 2025 - 12:00;12:00;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;Danza y música flamenca El Real Teatro de Retiro acoge una nueva edición delCertamen de Coreografía de Danza Española y Flamenco de Madrid, una inmejorable plataforma para dar a conocer los jóvenes artistas surgidos en este campo. En esta ocasión, los ganadores y premiados en 2024 podrán presentar públicamente sus últimas creaciones, descubriendo así el gran potencial que tienen las recientes generaciones de bailaores. Con esta nueva edición, el Certamen no solo se afianza como una de las mejores muestras del talento coreográfico actual, sino que también se manifiesta como el germen y la cuna de artistas tan singulares como únicos.Producción del Real Teatro de Retiro, en colaboración con el Certamen de Coreografía de Danza Española y Flamenco de Madrid y Producciones La Maga Matinés escolares5, 6, 12, 13 de junio de 2025, 10:30 y 12:00 hFunciones7, 14 de junio de 2025, 12:00 y 19:30 h8, 15 de junio de 2025, 12:00 y 18:30 h Edad recomendada a partir de 10 añosRecomendación pedagógica 5º y 6º de Primaria, ESO y Bachillerato Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;No disponible;Teatro Real;14 junio 2025 - 12:00;null;null;null;null;null;null
FLAMENCO EMERGENTE;Sala Principal;14 junio 2025 - 19:30;19:30;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;Danza y música flamenca El Real Teatro de Retiro acoge una nueva edición delCertamen de Coreografía de Danza Española y Flamenco de Madrid, una inmejorable plataforma para dar a conocer los jóvenes artistas surgidos en este campo. En esta ocasión, los ganadores y premiados en 2024 podrán presentar públicamente sus últimas creaciones, descubriendo así el gran potencial que tienen las recientes generaciones de bailaores. Con esta nueva edición, el Certamen no solo se afianza como una de las mejores muestras del talento coreográfico actual, sino que también se manifiesta como el germen y la cuna de artistas tan singulares como únicos.Producción del Real Teatro de Retiro, en colaboración con el Certamen de Coreografía de Danza Española y Flamenco de Madrid y Producciones La Maga Matinés escolares5, 6, 12, 13 de junio de 2025, 10:30 y 12:00 hFunciones7, 14 de junio de 2025, 12:00 y 19:30 h8, 15 de junio de 2025, 12:00 y 18:30 h Edad recomendada a partir de 10 añosRecomendación pedagógica 5º y 6º de Primaria, ESO y Bachillerato Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;No disponible;Teatro Real;14 junio 2025 - 19:30;null;null;null;null;null;null
FLAMENCO EMERGENTE;Sala Principal;15 junio 2025 - 12:00;12:00;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;Danza y música flamenca El Real Teatro de Retiro acoge una nueva edición delCertamen de Coreografía de Danza Española y Flamenco de Madrid, una inmejorable plataforma para dar a conocer los jóvenes artistas surgidos en este campo. En esta ocasión, los ganadores y premiados en 2024 podrán presentar públicamente sus últimas creaciones, descubriendo así el gran potencial que tienen las recientes generaciones de bailaores. Con esta nueva edición, el Certamen no solo se afianza como una de las mejores muestras del talento coreográfico actual, sino que también se manifiesta como el germen y la cuna de artistas tan singulares como únicos.Producción del Real Teatro de Retiro, en colaboración con el Certamen de Coreografía de Danza Española y Flamenco de Madrid y Producciones La Maga Matinés escolares5, 6, 12, 13 de junio de 2025, 10:30 y 12:00 hFunciones7, 14 de junio de 2025, 12:00 y 19:30 h8, 15 de junio de 2025, 12:00 y 18:30 h Edad recomendada a partir de 10 añosRecomendación pedagógica 5º y 6º de Primaria, ESO y Bachillerato Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;No disponible;Teatro Real;15 junio 2025 - 12:00;null;null;null;null;null;null
FLAMENCO EMERGENTE;Sala Principal;15 junio 2025 - 18:30;18:30;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;Danza y música flamenca El Real Teatro de Retiro acoge una nueva edición delCertamen de Coreografía de Danza Española y Flamenco de Madrid, una inmejorable plataforma para dar a conocer los jóvenes artistas surgidos en este campo. En esta ocasión, los ganadores y premiados en 2024 podrán presentar públicamente sus últimas creaciones, descubriendo así el gran potencial que tienen las recientes generaciones de bailaores. Con esta nueva edición, el Certamen no solo se afianza como una de las mejores muestras del talento coreográfico actual, sino que también se manifiesta como el germen y la cuna de artistas tan singulares como únicos.Producción del Real Teatro de Retiro, en colaboración con el Certamen de Coreografía de Danza Española y Flamenco de Madrid y Producciones La Maga Matinés escolares5, 6, 12, 13 de junio de 2025, 10:30 y 12:00 hFunciones7, 14 de junio de 2025, 12:00 y 19:30 h8, 15 de junio de 2025, 12:00 y 18:30 h Edad recomendada a partir de 10 añosRecomendación pedagógica 5º y 6º de Primaria, ESO y Bachillerato Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/flamenco-emergente-proxima-temporada;No disponible;Teatro Real;15 junio 2025 - 18:30;null;null;null;null;null;null
Taller en torno a La traviata;Sala Principal;22 junio 2025 - 11:00;11:00;https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-ix-proxima-temporada;"Taller musical en familiaAprender en familia es muy divertido con¡Todos al Real Teatro!, un taller de introducción a la música para todos los públicos. Tras varias temporadas en la Sala Gayarre, continuamos con esta cita imperdible en el Real Teatro de Retiro. Un domingo al mes, se explorará una de lasóperas principalesde la programación delTeatro Realjunto aFernando Palaciosy uno o varios artistas invitados. Un encuentro lúdico y participativo en el que aprenderemos a escuchar ópera con cuentos, canciones, mini conciertos e instrumentos insólitos para descubrirlo todo sobre la música y sus protagonistas. Esta sesión se titula""Una mujer moderna""y explora el universo sonoro de la óperaLa traviata, de Giuseppe Verdi,programada en el Teatro Real, la ópera más representada del mundo. Participan: Pequeños Cantores de la ORCAM, coro Ana González, directora Funciones22 de junio de 2025, 11:00 y 13:00 hPara todos los públicos Leer más Leer menos";https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-ix-proxima-temporada;No disponible;Teatro Real;22 junio 2025 - 11:00;null;null;null;null;null;null
Taller en torno a La traviata;Sala Principal;22 junio 2025 - 13:00;13:00;https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-ix-proxima-temporada;"Taller musical en familiaAprender en familia es muy divertido con¡Todos al Real Teatro!, un taller de introducción a la música para todos los públicos. Tras varias temporadas en la Sala Gayarre, continuamos con esta cita imperdible en el Real Teatro de Retiro. Un domingo al mes, se explorará una de lasóperas principalesde la programación delTeatro Realjunto aFernando Palaciosy uno o varios artistas invitados. Un encuentro lúdico y participativo en el que aprenderemos a escuchar ópera con cuentos, canciones, mini conciertos e instrumentos insólitos para descubrirlo todo sobre la música y sus protagonistas. Esta sesión se titula""Una mujer moderna""y explora el universo sonoro de la óperaLa traviata, de Giuseppe Verdi,programada en el Teatro Real, la ópera más representada del mundo. Participan: Pequeños Cantores de la ORCAM, coro Ana González, directora Funciones22 de junio de 2025, 11:00 y 13:00 hPara todos los públicos Leer más Leer menos";https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-ix-proxima-temporada;No disponible;Teatro Real;22 junio 2025 - 13:00;null;null;null;null;null;null
