título;sala;fecha;hora;más información;programa;precio;imagen;procedencia;función;categoría;link de compra;ciclo;sub-ciclo;descripción;ubicación
Playoff;Sala Principal;14 enero 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;14 enero 2025 - 10:00;null;null;null;null;null;null
Playoff;Sala Principal;14 enero 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;14 enero 2025 - 12:30;null;null;null;null;null;null
Playoff;Sala Principal;15 enero 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;15 enero 2025 - 10:00;null;null;null;null;null;null
Playoff;Sala Principal;15 enero 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;15 enero 2025 - 12:30;null;null;null;null;null;null
Playoff;Sala Principal;16 enero 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;16 enero 2025 - 10:00;null;null;null;null;null;null
Playoff;Sala Principal;16 enero 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;16 enero 2025 - 12:30;null;null;null;null;null;null
Playoff;Sala Principal;17 enero 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;17 enero 2025 - 10:00;null;null;null;null;null;null
Playoff;Sala Principal;17 enero 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;17 enero 2025 - 12:30;null;null;null;null;null;null
Playoff;Sala Principal;25 marzo 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;25 marzo 2025 - 10:00;null;null;null;null;null;null
Playoff;Sala Principal;25 marzo 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;25 marzo 2025 - 12:30;null;null;null;null;null;null
Playoff;Sala Principal;26 marzo 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;26 marzo 2025 - 10:00;null;null;null;null;null;null
Playoff;Sala Principal;26 marzo 2025 - 12:00;12:00;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;26 marzo 2025 - 12:00;null;null;null;null;null;null
Playoff;Sala Principal;27 marzo 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;27 marzo 2025 - 10:00;null;null;null;null;null;null
Playoff;Sala Principal;27 marzo 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;27 marzo 2025 - 12:30;null;null;null;null;null;null
Playoff;Sala Principal;28 marzo 2025 - 10:00;10:00;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;28 marzo 2025 - 10:00;null;null;null;null;null;null
Playoff;Sala Principal;28 marzo 2025 - 12:30;12:30;https://www.teatroreal.es/es/espectaculo/playoff;TeatroSiete mujeres. Un campo de fútbol. El partido más importante de su vida.Playoffes una tragicomedia que reflexiona sobre el papel de la mujer y del deporte femenino en una sociedad que todavía manifiesta un machismo feroz en muchos ámbitos. En el vestuario aflorarán las envidias, los sueños, las dudas y los miedos de unas chicas que lo único que quieren es vivir de su pasión.Premio Territorio Violeta 2019 por su compromiso por la equidad Producción LaJoven (Fundación Teatro Joven)Música de Luis Delgado (1956)Texto de Marta BuchacaDirección: José Luis Arellano GarcíaElenco: Julia Adún, Gema Baos, Iviyana Doncheva, Flavia Forni, Isabel Genis, Leyre Morlán, Mar RoldánDiseño de escenografía y vestuario: Silvia de MartaDiseño de iluminación: Juanjo LlorensMúsica: Luis DelgadoDiseño de videoescena: Álvaro Luna y Elvira Ruiz ZuritaCaracterización: Sara Álvarez Foto: David Ruano Matinés escolares Del 8 al 17 de enero de 2025 a las 10.00h y a las 12.30hDel 25 al 28 de marzo de 2025 a las 10.00h y a las 12.30h Recomendación pedagógica: 1º, 2º, 3º y 4º de la ESO, Bachillerato Solicita entradas para tu centro escolar Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/playoff;No disponible;Teatro Real;28 marzo 2025 - 12:30;null;null;null;null;null;null
Taller en torno a Eugenio Oneguin;Sala Principal;12 enero 2025 - 11:00;11:00;https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-iv;"Taller musical en familiaAprender en familia es muy divertido con¡Todos al Real Teatro!, un taller de introducción a la música para todos los públicos. Tras varias temporadas en la Sala Gayarre, continuamos con esta cita imperdible en el Real Teatro de Retiro. Un domingo al mes, se explorará una de lasóperas principalesde la programación delTeatro Realjunto aFernando Palaciosy uno o varios artistas invitados. Un encuentro lúdico y participativo en el que aprenderemos a escuchar ópera con cuentos, canciones, miniconciertos e instrumentos insólitos para descubrirlo todo sobre la música y sus protagonistas. Esta sesión se titula""Duelo de románticos""y explora el universo sonoro de la óperaEugenio OneguindePiotr Illich Chaikovski,programada en el Teatro Real. Asistiremos a un duelo por amor entre dos viejos amigos. Participa: Coro de Jóvenes de Madrid Director:Juan Pablo de Juan Funciones12 de enero de 2025, 11:00 y 13:00 hPara todos los públicos Leer más Leer menos";https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-iv;No disponible;Teatro Real;12 enero 2025 - 11:00;null;null;null;null;null;null
Taller en torno a Eugenio Oneguin;Sala Principal;12 enero 2025 - 13:00;13:00;https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-iv;"Taller musical en familiaAprender en familia es muy divertido con¡Todos al Real Teatro!, un taller de introducción a la música para todos los públicos. Tras varias temporadas en la Sala Gayarre, continuamos con esta cita imperdible en el Real Teatro de Retiro. Un domingo al mes, se explorará una de lasóperas principalesde la programación delTeatro Realjunto aFernando Palaciosy uno o varios artistas invitados. Un encuentro lúdico y participativo en el que aprenderemos a escuchar ópera con cuentos, canciones, miniconciertos e instrumentos insólitos para descubrirlo todo sobre la música y sus protagonistas. Esta sesión se titula""Duelo de románticos""y explora el universo sonoro de la óperaEugenio OneguindePiotr Illich Chaikovski,programada en el Teatro Real. Asistiremos a un duelo por amor entre dos viejos amigos. Participa: Coro de Jóvenes de Madrid Director:Juan Pablo de Juan Funciones12 de enero de 2025, 11:00 y 13:00 hPara todos los públicos Leer más Leer menos";https://www.teatroreal.es/es/espectaculo/todos-al-real-teatro-iv;No disponible;Teatro Real;12 enero 2025 - 13:00;null;null;null;null;null;null
Historia de Babar, el pequeño elefante;Sala Principal;18 enero 2025 - 12:00;12:00;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;Cuento musicalizadoEn 1931, el escritorJean BrunhoffescribióLa historia de Babar, el elefantito, un cuento que supuso toda una revolución porque fue el primer libro para niños con ilustraciones. El éxito fue tal que después escribiría más historias divertidas de este elefante.El viaje de Babar, el Rey Babar, ABC de Babar,etc.Francis Poulencno quiso desaprovechar la oportunidad, y puso música al cuento original, coloreando a través del piano la historia del pequeño protagonista, que huyendo de la selva termina siendo el rey de la gran ciudad. Tras el éxito cosechado en temporadas anteriores regresa esta bellísima producción esta vez en nuestro nuevo Real Teatro de Retiro. Reposición del Real Teatro de Retiro Música deFrancis Poulenc(1899-1963) Basado en un cuento deJean de Brunhoff Dirección escénica, dramaturgia y narradora:Ana Hernández-SanchizDirección musical y pianista:Miguel HuertasBailarina y actriz:Lara Sagastizabal Matinés escolares16, 17, 23, y 24 de enero de 2025 a las 10.30 y 12.00h FuncionesSábados 18 y 25 de enero de 2025 a las 12.00h y 17.30hDomingos 19 y 26 de enero de 2025 a las 11.00h y 13.00 Apto para todos los públicos, edad recomendada 4 años Recomendación pedagógica: 3º infantil, 1º y 2º de primaria  Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;No disponible;Teatro Real;18 enero 2025 - 12:00;null;null;null;null;null;null
Historia de Babar, el pequeño elefante;Sala Principal;18 enero 2025 - 17:30;17:30;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;Cuento musicalizadoEn 1931, el escritorJean BrunhoffescribióLa historia de Babar, el elefantito, un cuento que supuso toda una revolución porque fue el primer libro para niños con ilustraciones. El éxito fue tal que después escribiría más historias divertidas de este elefante.El viaje de Babar, el Rey Babar, ABC de Babar,etc.Francis Poulencno quiso desaprovechar la oportunidad, y puso música al cuento original, coloreando a través del piano la historia del pequeño protagonista, que huyendo de la selva termina siendo el rey de la gran ciudad. Tras el éxito cosechado en temporadas anteriores regresa esta bellísima producción esta vez en nuestro nuevo Real Teatro de Retiro. Reposición del Real Teatro de Retiro Música deFrancis Poulenc(1899-1963) Basado en un cuento deJean de Brunhoff Dirección escénica, dramaturgia y narradora:Ana Hernández-SanchizDirección musical y pianista:Miguel HuertasBailarina y actriz:Lara Sagastizabal Matinés escolares16, 17, 23, y 24 de enero de 2025 a las 10.30 y 12.00h FuncionesSábados 18 y 25 de enero de 2025 a las 12.00h y 17.30hDomingos 19 y 26 de enero de 2025 a las 11.00h y 13.00 Apto para todos los públicos, edad recomendada 4 años Recomendación pedagógica: 3º infantil, 1º y 2º de primaria  Leer más Leer menos;https://www.teatroreal.es/es/espectaculo/historia-babar-pequeno-elefante;No disponible;Teatro Real;18 enero 2025 - 17:30;null;null;null;null;null;null
